Region,Year,Sex,Age,artstart_n,cd4_artstart_n,cd4_art_0_200,cd4_art_201_350,cd4_art_351_500,cd4_art_501_up,cd4_art_median,cd4_art_p25,cd4_art_p75,artstart_30d_n,cd4_art_perc,artstart_9mo_n,vl_6mo_n,vl_6mo_perc,vl_supp_6mo_n,vl_supp_6mo_perc,artstart_15mo_n,vl_12mo_n,vl_12mo_perc,vl_supp_12mo_n,vl_supp_12mo_perc
AP,ALL,ALL,ALL,34047,25559,13284,6468,3141,2666,191,69,335,31814,80.3,28161,11353,40.3,10753,94.7,26740,9353,35,8874,94.9
AP,2006,ALL,ALL,1026,773,622,105,29,17,100,45,178,941,82.1,833,133,16,114,85.7,797,147,18.4,131,89.1
AP,2007,ALL,ALL,1733,1340,1007,251,50,32,124.5,57,200,1600,83.8,1448,174,12,141,81,1366,213,15.6,195,91.5
AP,2008,ALL,ALL,1949,1239,780,307,88,64,157,66,248.5,1743,71.1,1522,245,16.1,191,78,1423,276,19.4,255,92.4
AP,2009,ALL,ALL,1856,1365,834,335,95,101,159,68,255,1728,79,1539,307,19.9,258,84,1476,311,21.1,292,93.9
AP,2010,ALL,ALL,2288,1853,1052,582,136,83,173,63,279,2156,85.9,1957,439,22.4,405,92.3,1887,455,24.1,428,94.1
AP,2011,ALL,ALL,2326,1846,980,613,147,106,188.5,72,298,2179,84.7,1973,530,26.9,489,92.3,1906,544,28.5,512,94.1
AP,2012,ALL,ALL,2083,1598,752,514,207,125,216.5,79,331,1946,82.1,1778,467,26.3,438,93.8,1725,494,28.6,464,93.9
AP,2013,ALL,ALL,2536,1669,763,482,279,145,228,79,353,2414,69.1,2211,597,27,568,95.1,2158,653,30.3,621,95.1
AP,2014,ALL,ALL,2015,1446,690,398,237,121,219.5,78,350,1840,78.6,1644,681,41.4,645,94.7,1587,596,37.6,563,94.5
AP,2015,ALL,ALL,2837,1985,840,488,371,286,248,92,407,2716,73.1,2519,1178,46.8,1131,96,2462,887,36,844,95.2
AP,2016,ALL,ALL,2367,1911,896,408,285,322,220,68,407.5,2198,86.9,1998,1201,60.1,1150,95.8,1947,997,51.2,954,95.7
AP,2017,ALL,ALL,2604,1952,905,456,293,298,223.5,70,397.5,2447,79.8,2193,1280,58.4,1240,96.9,2088,791,37.9,753,95.2
AP,2018,ALL,ALL,2103,1560,729,365,244,222,221,69,388.25,1963,79.5,1688,990,58.6,957,96.7,1607,713,44.4,671,94.1
AP,2019,ALL,ALL,1910,1531,723,374,202,232,216,74,385,1794,85.3,1631,1041,63.8,1002,96.3,1574,782,49.7,744,95.1
AP,2020,ALL,ALL,1348,1126,504,282,183,157,232,79,391,1266,88.9,1115,715,64.1,694,97.1,1086,567,52.2,551,97.2
AP,2021,ALL,ALL,1246,988,507,208,123,150,192.5,61.75,379,1180,83.7,1088,710,65.3,687,96.8,1059,532,50.2,516,97
AP,2022,ALL,ALL,1296,1004,506,224,125,149,198,63.5,376.5,1214,82.7,1024,665,64.9,643,96.7,592,395,66.7,380,96.2
AP,2023,ALL,ALL,524,373,194,76,47,56,182,54,370,489,76.3,0,0,,0,,**,**,**,**,**
AP,ALL,Male,ALL,23330,17565,9501,4226,2124,1714,178,61,328,21791,80.6,19277,8805,45.7,8428,95.7,18317,7361,40.2,7022,95.4
AP,ALL,Female,ALL,10717,7994,3783,2242,1017,952,213,91,348,10023,79.8,8884,2548,28.7,2325,91.2,8423,1992,23.6,1852,93
AP,ALL,ALL,20-49,29583,22225,11445,5650,2773,2357,194,69,338,27718,80.2,24578,9654,39.3,9111,94.4,23360,8015,34.3,7581,94.6
AP,ALL,ALL,50+,4464,3334,1839,818,368,309,173,68,319,4096,81.4,3583,1699,47.4,1642,96.6,3380,1338,39.6,1293,96.6
AP,2006,Male,ALL,699,521,432,62,17,*,92,37,166,634,82.2,563,108,19.2,95,88,538,118,21.9,104,88.1
AP,2006,Female,ALL,327,252,190,43,12,*,117,54.75,200,307,82.1,270,25,9.3,19,76,259,29,11.2,27,93.1
AP,2007,Male,ALL,1138,864,675,144,30,15,113.5,53,191,1044,82.8,935,124,13.3,107,86.3,880,149,16.9,137,91.9
AP,2007,Female,ALL,595,476,332,107,20,17,148,73,217.25,556,85.6,513,50,9.7,34,68,486,64,13.2,58,90.6
AP,2008,Male,ALL,1340,824,549,194,54,27,146,59.75,239.25,1191,69.2,1027,183,17.8,163,89.1,958,227,23.7,210,92.5
AP,2008,Female,ALL,609,415,231,113,34,37,190,91.5,284.5,552,75.2,495,62,12.5,28,45.2,465,49,10.5,45,91.8
AP,2009,Male,ALL,1187,878,577,198,54,49,142,58,244.75,1101,79.7,972,231,23.8,208,90,935,241,25.8,228,94.6
AP,2009,Female,ALL,669,487,257,137,41,52,194,97.5,278,627,77.7,567,76,13.4,50,65.8,541,70,12.9,64,91.4
AP,2010,Male,ALL,1500,1212,729,356,86,41,151,56,272,1400,86.6,1275,329,25.8,309,93.9,1237,356,28.8,334,93.8
AP,2010,Female,ALL,788,641,323,226,50,42,200,77,292,756,84.8,682,110,16.1,96,87.3,650,99,15.2,94,94.9
AP,2011,Male,ALL,1444,1158,672,343,87,56,162,61,283.5,1343,86.2,1205,416,34.5,387,93,1165,429,36.8,406,94.6
AP,2011,Female,ALL,882,688,308,270,60,50,220,109,313.5,836,82.3,768,114,14.8,102,89.5,741,115,15.5,106,92.2
AP,2012,Male,ALL,1309,1012,534,287,125,66,183,64,316.25,1217,83.2,1105,356,32.2,337,94.7,1071,371,34.6,354,95.4
AP,2012,Female,ALL,774,586,218,227,82,59,260,125.5,345.75,729,80.4,673,111,16.5,101,91,654,123,18.8,110,89.4
AP,2013,Male,ALL,1574,1064,505,291,170,98,215.5,70,352,1483,71.7,1360,469,34.5,447,95.3,1324,478,36.1,456,95.4
AP,2013,Female,ALL,962,605,258,191,109,47,248,97,358,931,65,851,128,15,121,94.5,834,175,21,165,94.3
AP,2014,Male,ALL,1336,979,480,253,154,92,212,70.5,352,1223,80,1092,529,48.4,503,95.1,1053,452,42.9,431,95.4
AP,2014,Female,ALL,679,467,210,145,83,29,231,92.5,347,617,75.7,552,152,27.5,142,93.4,534,144,27,132,91.7
AP,2015,Male,ALL,2037,1357,611,324,236,186,232,79,393,1971,68.8,1848,873,47.2,841,96.3,1814,695,38.3,666,95.8
AP,2015,Female,ALL,800,628,229,164,135,100,281,123,434,745,84.3,671,305,45.5,290,95.1,648,192,29.6,178,92.7
AP,2016,Male,ALL,1694,1363,664,290,191,218,209,61,388,1576,86.5,1443,928,64.3,893,96.2,1407,802,57,770,96
AP,2016,Female,ALL,673,548,232,118,94,104,251,92,442.5,622,88.1,555,273,49.2,257,94.1,540,195,36.1,184,94.4
AP,2017,Male,ALL,1843,1400,678,329,207,186,212,61,375.25,1739,80.5,1572,999,63.5,974,97.5,1501,643,42.8,617,96
AP,2017,Female,ALL,761,552,227,127,86,112,258,98,448.25,708,78,621,281,45.2,266,94.7,587,148,25.2,136,91.9
AP,2018,Male,ALL,1518,1147,537,273,184,153,221,62.5,384.5,1423,80.6,1235,776,62.8,751,96.8,1186,566,47.7,535,94.5
AP,2018,Female,ALL,585,413,192,92,60,69,221,93,407,540,76.5,453,214,47.2,206,96.3,421,147,34.9,136,92.5
AP,2019,Male,ALL,1423,1149,555,280,155,159,212,69,372,1344,85.5,1230,854,69.4,824,96.5,1187,631,53.2,602,95.4
AP,2019,Female,ALL,487,382,168,94,47,73,234,86.475,426,450,84.9,401,187,46.6,178,95.2,387,151,39,142,94
AP,2020,Male,ALL,1036,882,395,223,146,118,229.5,74,388.75,980,90,864,582,67.4,567,97.4,843,471,55.9,462,98.1
AP,2020,Female,ALL,312,244,109,59,37,39,240.5,92,396.25,286,85.3,251,133,53,127,95.5,243,96,39.5,89,92.7
AP,2021,Male,ALL,930,739,387,150,99,103,186,59.5,378,883,83.7,810,544,67.2,532,97.8,790,433,54.8,422,97.5
AP,2021,Female,ALL,316,249,120,58,24,47,221,76,389,297,83.8,278,166,59.7,155,93.4,269,99,36.8,94,94.9
AP,2022,Male,ALL,934,730,370,177,88,95,196,57,350.75,877,83.2,741,504,68,490,97.2,428,299,69.9,288,96.3
AP,2022,Female,ALL,362,274,136,47,37,54,202,74.25,449.75,337,81.3,283,161,56.9,153,95,164,96,58.5,92,95.8
AP,2023,Male,ALL,388,286,151,52,41,42,174,48.25,379,362,79,0,0,,0,,**,**,**,**,**
AP,2023,Female,ALL,136,87,43,24,*,14,205,90,333,127,68.5,0,0,,0,,**,**,**,**,**
AP,2006,ALL,20-49,926,707,575,90,26,16,98,43,176,859,82.3,759,110,14.5,92,83.6,725,123,17,110,89.4
AP,2006,ALL,50+,100,66,47,15,*,*,115,49.75,210,82,80.5,74,23,31.1,22,95.7,72,24,33.3,21,87.5
AP,2007,ALL,20-49,1590,1243,937,229,47,30,124,57,200,1469,84.6,1322,154,11.6,122,79.2,1247,191,15.3,174,91.1
AP,2007,ALL,50+,143,97,70,22,*,*,134,66,214,131,74,126,20,15.9,19,95,119,22,18.5,21,95.5
AP,2008,ALL,20-49,1755,1117,708,265,83,61,157,66,247,1572,71.1,1379,211,15.3,160,75.8,1290,236,18.3,216,91.5
AP,2008,ALL,50+,194,122,72,42,*,*,159.5,60,252,171,71.3,143,34,23.8,31,91.2,133,40,30.1,39,97.5
AP,2009,ALL,20-49,1667,1229,753,292,86,98,159,66,256,1558,78.9,1389,270,19.4,224,83,1331,273,20.5,256,93.8
AP,2009,ALL,50+,189,136,81,43,*,*,166,87.5,248.25,170,80,150,37,24.7,34,91.9,145,38,26.2,36,94.7
AP,2010,ALL,20-49,2018,1632,930,516,112,74,171,61,279.25,1901,85.8,1720,383,22.3,352,91.9,1658,396,23.9,373,94.2
AP,2010,ALL,50+,270,221,122,66,24,*,184,73,278,255,86.7,237,56,23.6,53,94.6,229,59,25.8,55,93.2
AP,2011,ALL,20-49,2057,1632,858,545,133,96,190,72,299,1931,84.5,1750,469,26.8,429,91.5,1696,478,28.2,446,93.3
AP,2011,ALL,50+,269,214,122,68,14,*,166,69.5,289.5,248,86.3,223,61,27.4,60,98.4,210,66,31.4,66,100
AP,2012,ALL,20-49,1846,1420,666,463,181,110,217,78,331,1733,81.9,1581,411,26,384,93.4,1537,434,28.2,405,93.3
AP,2012,ALL,50+,237,178,86,51,26,15,210,80.25,334.75,213,83.6,197,56,28.4,54,96.4,188,60,31.9,59,98.3
AP,2013,ALL,20-49,2228,1463,668,428,238,129,229,81.5,351,2122,68.9,1941,515,26.5,488,94.8,1893,565,29.8,535,94.7
AP,2013,ALL,50+,308,206,95,54,41,16,216.5,66.25,370.75,292,70.5,270,82,30.4,80,97.6,265,88,33.2,86,97.7
AP,2014,ALL,20-49,1740,1249,591,344,211,103,221,78,352,1587,78.7,1415,587,41.5,557,94.9,1364,510,37.4,484,94.9
AP,2014,ALL,50+,275,197,99,54,26,18,195,78,343,253,77.9,229,94,41,88,93.6,223,86,38.6,79,91.9
AP,2015,ALL,20-49,2456,1720,714,417,335,254,254,96,412.25,2351,73.2,2183,1000,45.8,959,95.9,2136,777,36.4,734,94.5
AP,2015,ALL,50+,381,265,126,71,36,32,219,84,360,365,72.6,336,178,53,172,96.6,326,110,33.7,110,100
AP,2016,ALL,20-49,2078,1680,779,361,258,282,223.5,69,409.25,1939,86.6,1766,1044,59.1,998,95.6,1722,879,51,839,95.4
AP,2016,ALL,50+,289,231,117,47,27,40,192,61.5,384,259,89.2,232,157,67.7,152,96.8,225,118,52.4,115,97.5
AP,2017,ALL,20-49,2243,1676,767,397,255,257,227,69,403,2113,79.3,1895,1103,58.2,1069,96.9,1804,683,37.9,650,95.2
AP,2017,ALL,50+,361,276,138,59,38,41,200.5,75.5,377.25,334,82.6,298,177,59.4,171,96.6,284,108,38,103,95.4
AP,2018,ALL,20-49,1766,1305,584,313,215,193,231,71,397,1660,78.6,1430,842,58.9,812,96.4,1362,599,44,563,94
AP,2018,ALL,50+,337,255,145,52,29,29,162,57,337,303,84.2,258,148,57.4,145,98,245,114,46.5,108,94.7
AP,2019,ALL,20-49,1609,1299,586,328,181,204,229,78,395,1523,85.3,1393,882,63.3,848,96.1,1342,657,49,623,94.8
AP,2019,ALL,50+,301,232,137,46,21,28,159.5,62.5,322.5,271,85.6,238,159,66.8,154,96.9,232,125,53.9,121,96.8
AP,2020,ALL,20-49,1121,941,399,244,163,135,242,81,405,1059,88.9,928,582,62.7,563,96.7,903,464,51.4,450,97
AP,2020,ALL,50+,227,185,105,38,20,22,166,62,331,207,89.4,187,133,71.1,131,98.5,183,103,56.3,101,98.1
AP,2021,ALL,20-49,995,784,383,166,103,132,210,61.75,405.25,946,82.9,879,554,63,536,96.8,858,425,49.5,411,96.7
AP,2021,ALL,50+,251,204,124,42,20,18,149,64,300.75,234,87.2,209,156,74.6,151,96.8,201,107,53.2,105,98.1
AP,2022,ALL,20-49,1066,830,399,189,105,137,208.5,66,392.75,1002,82.8,848,537,63.3,518,96.5,492,325,66.1,312,96
AP,2022,ALL,50+,230,174,107,35,20,12,153,56.25,293.75,212,82.1,176,128,72.7,125,97.7,100,70,70,68,97.1
AP,2023,ALL,20-49,422,298,148,63,41,46,205,49.75,404.5,393,75.8,0,0,,0,,**,**,**,**,**
AP,2023,ALL,50+,102,75,46,13,*,*,150,81,325,96,78.1,0,0,,0,,**,**,**,**,**
AP,ALL,Male,20-49,20126,15152,8110,3671,1856,1515,181,61,331,18853,80.4,16717,7505,44.9,7171,95.5,15903,6304,39.6,5999,95.2
AP,ALL,Male,50+,3204,2413,1391,555,268,199,163,64,310,2938,82.1,2560,1300,50.8,1257,96.7,2414,1057,43.8,1023,96.8
AP,ALL,Female,20-49,9457,7073,3335,1979,917,842,214,92,350,8865,79.8,7861,2149,27.3,1940,90.3,7457,1711,22.9,1582,92.5
AP,ALL,Female,50+,1260,921,448,263,100,110,208,87,339,1158,79.5,1023,399,39,385,96.5,966,281,29.1,270,96.1
AP,2006,Male,20-49,621,469,396,50,14,*,86,36,160,570,82.3,507,87,17.2,75,86.2,484,96,19.8,84,87.5
AP,2006,Male,50+,78,52,36,12,*,*,111.5,48.5,211.75,64,81.2,56,21,37.5,20,95.2,54,22,40.7,20,90.9
AP,2006,Female,20-49,305,238,179,40,12,*,115.5,54.25,200,289,82.4,252,23,9.1,17,73.9,241,27,11.2,26,96.3
AP,2006,Female,50+,22,14,11,*,0,0,131,72.25,186.5,18,77.8,18,*,*,*,*,18,*,*,*,*
AP,2007,Male,20-49,1029,790,621,126,28,15,111.5,53,188.75,945,83.6,841,105,12.5,89,84.8,791,130,16.4,118,90.8
AP,2007,Male,50+,109,74,54,18,*,0,129,60.5,211,99,74.7,94,19,20.2,18,94.7,89,19,21.3,19,100
AP,2007,Female,20-49,561,453,316,103,19,15,149,73,217,524,86.5,481,49,10.2,33,67.3,456,61,13.4,56,91.8
AP,2007,Female,50+,34,23,16,*,*,*,136,81,222,32,71.9,32,*,*,*,*,30,*,*,*,*
AP,2008,Male,20-49,1194,728,490,165,49,24,143.5,60,235.25,1063,68.5,920,151,16.4,134,88.7,860,191,22.2,175,91.6
AP,2008,Male,50+,146,96,59,29,*,*,155.5,58.25,254.75,128,75,107,32,29.9,29,90.6,98,36,36.7,35,97.2
AP,2008,Female,20-49,561,389,218,100,34,37,190,91,289,509,76.4,459,60,13.1,26,43.3,430,45,10.5,41,91.1
AP,2008,Female,50+,48,26,13,13,0,0,196.5,93.75,227.5,43,60.5,36,*,*,*,*,35,*,*,*,*
AP,2009,Male,20-49,1041,773,511,170,46,46,141,56,241,970,79.7,857,197,23,177,89.8,823,207,25.2,195,94.2
AP,2009,Male,50+,146,105,66,28,*,*,152,88,252,131,80.2,115,34,29.6,31,91.2,112,34,30.4,33,97.1
AP,2009,Female,20-49,626,456,242,122,40,52,194,101,285.5,588,77.6,532,73,13.7,47,64.4,508,66,13,61,92.4
AP,2009,Female,50+,43,31,15,15,*,0,205,84.5,238,39,79.5,35,*,*,*,*,33,*,*,*,*
AP,2010,Male,20-49,1290,1039,630,307,69,33,150,54,270,1204,86.3,1090,278,25.5,261,93.9,1058,303,28.6,284,93.7
AP,2010,Male,50+,210,173,99,49,17,*,171,73,274,196,88.3,185,51,27.6,48,94.1,179,53,29.6,50,94.3
AP,2010,Female,20-49,728,593,300,209,43,41,200,79,292,697,85.1,630,105,16.7,91,86.7,600,93,15.5,89,95.7
AP,2010,Female,50+,60,48,23,17,*,*,219,71.75,281.5,59,81.4,52,*,*,*,*,50,*,*,*,*
AP,2011,Male,20-49,1243,997,577,296,77,47,164,61,281,1158,86.1,1040,362,34.8,334,92.3,1008,370,36.7,347,93.8
AP,2011,Male,50+,201,161,95,47,*,*,148,65,298,185,87,165,54,32.7,53,98.1,157,59,37.6,59,100
AP,2011,Female,20-49,814,635,281,249,56,49,223,113,319,773,82.1,710,107,15.1,95,88.8,688,108,15.7,99,91.7
AP,2011,Female,50+,68,53,27,21,*,*,198,78,269,63,84.1,58,*,*,*,*,53,*,*,*,*
AP,2012,Male,20-49,1135,880,467,252,107,54,181,62.75,315,1062,82.9,964,304,31.5,287,94.4,937,316,33.7,300,94.9
AP,2012,Male,50+,174,132,67,35,18,12,198.5,74.5,324.25,155,85.2,141,52,36.9,50,96.2,134,55,41,54,98.2
AP,2012,Female,20-49,711,540,199,211,74,56,260.5,126.5,345.25,671,80.5,617,107,17.3,97,90.7,600,118,19.7,105,89
AP,2012,Female,50+,63,46,19,16,*,*,252,117.5,345.75,58,79.3,56,*,*,*,*,54,*,*,*,*
AP,2013,Male,20-49,1361,920,439,253,142,86,218,72,350,1282,71.8,1173,403,34.4,382,94.8,1140,412,36.1,392,95.1
AP,2013,Male,50+,213,144,66,38,28,12,212,65,370.25,201,71.6,187,66,35.3,65,98.5,184,66,35.9,64,97
AP,2013,Female,20-49,867,543,229,175,96,43,252,105,354.5,840,64.6,768,112,14.6,106,94.6,753,153,20.3,143,93.5
AP,2013,Female,50+,95,62,29,16,13,*,221.5,69.75,375,91,68.1,83,16,19.3,15,93.8,81,22,27.2,22,100
AP,2014,Male,20-49,1135,829,405,215,134,75,213,65,352,1040,79.7,927,453,48.9,431,95.1,891,383,43,368,96.1
AP,2014,Male,50+,201,150,75,38,20,17,201,88.25,348.75,183,82,165,76,46.1,72,94.7,162,69,42.6,63,91.3
AP,2014,Female,20-49,605,420,186,129,77,28,233,95.75,350.25,547,76.8,488,134,27.5,126,94,473,127,26.8,116,91.3
AP,2014,Female,50+,74,47,24,16,*,*,195,68.5,336.5,70,67.1,64,18,28.1,16,88.9,61,17,27.9,16,94.1
AP,2015,Male,20-49,1768,1177,519,283,210,165,238,79,396,1710,68.8,1610,752,46.7,723,96.1,1582,612,38.7,583,95.3
AP,2015,Male,50+,269,180,92,41,26,21,189,77,369.25,261,69,238,121,50.8,118,97.5,232,83,35.8,83,100
AP,2015,Female,20-49,688,543,195,134,125,89,290,125.5,438.5,641,84.7,573,248,43.3,236,95.2,554,165,29.8,151,91.5
AP,2015,Female,50+,112,85,34,30,*,11,242,94,348,104,81.7,98,57,58.2,54,94.7,94,27,28.7,27,100
AP,2016,Male,20-49,1492,1204,580,259,172,193,212.5,62.75,390,1395,86.3,1279,818,64,786,96.1,1248,718,57.5,688,95.8
AP,2016,Male,50+,202,159,84,31,19,25,183,60.5,372.5,181,87.8,164,110,67.1,107,97.3,159,84,52.8,82,97.6
AP,2016,Female,20-49,586,476,199,102,86,89,258.5,93.5,442.5,544,87.5,487,226,46.4,212,93.8,474,161,34,151,93.8
AP,2016,Female,50+,87,72,33,16,*,15,222,85.5,433.5,78,92.3,68,47,69.1,45,95.7,66,34,51.5,33,97.1
AP,2017,Male,20-49,1607,1216,579,291,178,168,215.5,59.75,386,1521,79.9,1379,882,64,861,97.6,1319,569,43.1,547,96.1
AP,2017,Male,50+,236,184,99,38,29,18,181,65.75,362.5,218,84.4,193,117,60.6,113,96.6,182,74,40.7,70,94.6
AP,2017,Female,20-49,636,460,188,106,77,89,256.5,102,447,592,77.7,516,221,42.8,208,94.1,485,114,23.5,103,90.4
AP,2017,Female,50+,125,92,39,21,*,23,264.5,90.5,498,116,79.3,105,60,57.1,58,96.7,102,34,33.3,33,97.1
AP,2018,Male,20-49,1295,982,435,241,166,140,235,69,395,1223,80.3,1070,672,62.8,650,96.7,1029,484,47,459,94.8
AP,2018,Male,50+,223,165,102,32,18,13,126,38,282,200,82.5,165,104,63,101,97.1,157,82,52.2,76,92.7
AP,2018,Female,20-49,471,323,149,72,49,53,221,83,408,437,73.9,360,170,47.2,162,95.3,333,115,34.5,104,90.4
AP,2018,Female,50+,114,90,43,20,11,16,217,111.225,398,103,87.4,93,44,47.3,44,100,88,32,36.4,32,100
AP,2019,Male,20-49,1216,984,448,252,142,142,224.5,73,385,1152,85.4,1061,731,68.9,704,96.3,1022,529,51.8,503,95.1
AP,2019,Male,50+,207,165,107,28,13,17,137,58,307,192,85.9,169,123,72.8,120,97.6,165,102,61.8,99,97.1
AP,2019,Female,20-49,393,315,138,76,39,62,234,83.5,427.5,371,84.9,332,151,45.5,144,95.4,320,128,40,120,93.8
AP,2019,Female,50+,94,67,30,18,*,11,232,97.5,406.5,79,84.8,69,36,52.2,34,94.4,67,23,34.3,22,95.7
AP,2020,Male,20-49,861,733,309,195,128,101,242,80,401,818,89.6,718,472,65.7,459,97.2,701,385,54.9,377,97.9
AP,2020,Male,50+,175,149,86,28,18,17,165,62,327,162,92,146,110,75.3,108,98.2,142,86,60.6,85,98.8
AP,2020,Female,20-49,260,208,90,49,35,34,249,97.75,418.5,241,86.3,210,110,52.4,104,94.5,202,79,39.1,73,92.4
AP,2020,Female,50+,52,36,19,*,*,*,184.5,82.75,340.25,45,80,41,23,56.1,23,100,41,17,41.5,16,94.1
AP,2021,Male,20-49,751,595,296,121,84,94,204,56,405.5,718,82.9,667,431,64.6,423,98.1,652,352,54,342,97.2
AP,2021,Male,50+,179,144,91,29,15,*,145.5,68.75,294.75,165,87.3,143,113,79,109,96.5,138,81,58.7,80,98.8
AP,2021,Female,20-49,244,189,87,45,19,38,256,90,391,228,82.9,212,123,58,113,91.9,206,73,35.4,69,94.5
AP,2021,Female,50+,72,60,33,13,*,*,150.5,47.75,319.5,69,87,66,43,65.2,42,97.7,63,26,41.3,25,96.2
AP,2022,Male,20-49,769,603,288,152,74,89,210,63,374,725,83.2,614,407,66.3,395,97.1,358,247,69,237,96
AP,2022,Male,50+,165,127,82,25,14,*,140,50.5,264.5,152,83.6,127,97,76.4,95,97.9,70,52,74.3,51,98.1
AP,2022,Female,20-49,297,227,111,37,31,48,206,74.5,464.5,277,81.9,234,130,55.6,123,94.6,134,78,58.2,75,96.2
AP,2022,Female,50+,65,47,25,*,*,*,178,79.5,342,60,78.3,49,31,63.3,30,96.8,30,18,60,17,94.4
AP,2023,Male,20-49,318,233,120,43,36,34,182,47,400,297,78.5,0,0,,0,,**,**,**,**,**
AP,2023,Male,50+,70,53,31,*,*,*,139,83,350,65,81.5,0,0,,0,,**,**,**,**,**
AP,2023,Female,20-49,104,65,28,20,*,12,214,93,409,96,67.7,0,0,,0,,**,**,**,**,**
AP,2023,Female,50+,32,22,15,*,*,*,157,61.75,312.75,31,71,0,0,,0,,**,**,**,**,**
CA,ALL,ALL,ALL,42459,25087,10364,8421,3280,3022,241,125,351,41406,60.6,37095,7111,19.2,6536,91.9,35390,5150,14.6,4533,88
CA,2006,ALL,ALL,1480,1019,745,227,27,20,144,69,207,1464,69.6,1403,80,5.7,76,95,1373,74,5.4,67,90.5
CA,2007,ALL,ALL,2406,1329,839,379,56,55,175,104,247,2367,56.1,2266,67,3,60,89.6,2219,32,1.4,29,90.6
CA,2008,ALL,ALL,2259,1526,761,657,59,49,201,116,285,2213,69,2140,73,3.4,72,98.6,2082,82,3.9,68,82.9
CA,2009,ALL,ALL,2334,1822,853,831,98,40,211,119.25,297,2310,78.9,2239,84,3.8,79,94,2181,69,3.2,63,91.3
CA,2010,ALL,ALL,2964,1987,873,873,146,95,223,124,312,2914,68.2,2790,212,7.6,192,90.6,2728,153,5.6,131,85.6
CA,2011,ALL,ALL,3216,2228,842,1022,198,166,249.5,139,329,3155,70.6,2994,211,7,194,91.9,2925,278,9.5,247,88.8
CA,2012,ALL,ALL,2874,2241,879,946,221,195,247,132,330,2825,79.3,2694,219,8.1,187,85.4,2624,234,8.9,211,90.2
CA,2013,ALL,ALL,3948,2343,900,839,288,316,250,131,357,3816,61.4,3528,159,4.5,144,90.6,3388,326,9.6,296,90.8
CA,2014,ALL,ALL,2878,1970,642,669,407,252,286,149.25,407,2791,70.6,2615,428,16.4,402,93.9,2528,394,15.6,359,91.1
CA,2015,ALL,ALL,3167,2322,872,585,607,258,273,128,429.75,3088,75.2,2910,689,23.7,633,91.9,2796,495,17.7,425,85.9
CA,2016,ALL,ALL,4536,3216,1071,670,635,840,322,144,516,4432,72.6,3760,1290,34.3,1185,91.9,3565,754,21.2,635,84.2
CA,2017,ALL,ALL,3176,1505,570,361,248,326,272,123,465,3093,48.7,2618,1016,38.8,927,91.2,2508,679,27.1,574,84.5
CA,2018,ALL,ALL,2355,781,269,172,133,207,307,136,513,2289,34.1,1953,1033,52.9,936,90.6,1813,568,31.3,486,85.6
CA,2019,ALL,ALL,1511,271,101,55,39,76,287,131,528,1467,18.5,1196,590,49.3,550,93.2,1119,386,34.5,353,91.5
CA,2020,ALL,ALL,1250,203,59,50,42,52,326,144.5,503,1202,16.9,956,482,50.4,456,94.6,856,304,35.5,286,94.1
CA,2021,ALL,ALL,1049,164,41,48,40,35,332,201.25,485,1025,16,739,319,43.2,292,91.5,627,291,46.4,273,93.8
CA,2022,ALL,ALL,772,159,47,36,36,40,336,175.5,502.5,760,20.9,294,159,54.1,151,95,58,31,53.4,30,96.8
CA,2023,ALL,ALL,284,*,*,*,*,*,*,*,*,195,*,0,0,,0,,**,**,**,**,**
CA,ALL,Male,ALL,15317,8802,3849,2940,1146,867,228.5,113,342,14968,58.8,13265,2863,21.6,2633,92,12641,2010,15.9,1766,87.9
CA,ALL,Female,ALL,27142,16285,6515,5481,2134,2155,248,131,361,26438,61.6,23830,4248,17.8,3903,91.9,22749,3140,13.8,2767,88.1
CA,ALL,ALL,20-49,36501,21895,8992,7338,2883,2682,243,126,353,35605,61.5,31872,6102,19.1,5613,92,30372,4417,14.5,3872,87.7
CA,ALL,ALL,50+,5958,3192,1372,1083,397,340,230,122,342,5801,55,5223,1009,19.3,923,91.5,5018,733,14.6,661,90.2
CA,2006,Male,ALL,507,346,258,77,*,*,130.5,62,201.75,501,69.1,477,27,5.7,26,96.3,469,24,5.1,21,87.5
CA,2006,Female,ALL,973,673,487,150,21,15,148,74,210,963,69.9,926,53,5.7,50,94.3,904,50,5.5,46,92
CA,2007,Male,ALL,728,392,268,111,*,*,166,85,225,721,54.4,686,20,2.9,19,95,672,*,*,*,*
CA,2007,Female,ALL,1678,937,571,268,49,49,177,112,260,1646,56.9,1580,47,3,41,87.2,1547,25,1.6,23,92
CA,2008,Male,ALL,786,532,279,226,18,*,196,103.5,279,773,68.8,752,22,2.9,22,100,731,26,3.6,22,84.6
CA,2008,Female,ALL,1473,994,482,431,41,40,205.5,122,286.75,1440,69,1388,51,3.7,50,98,1351,56,4.1,46,82.1
CA,2009,Male,ALL,791,596,289,270,27,*,204.5,110.75,294,781,76.3,757,20,2.6,20,100,737,27,3.7,26,96.3
CA,2009,Female,ALL,1543,1226,564,561,71,30,213.5,123.25,299,1529,80.2,1482,64,4.3,59,92.2,1444,42,2.9,37,88.1
CA,2010,Male,ALL,946,653,298,296,40,19,215,116,305,937,69.7,903,68,7.5,60,88.2,881,53,6,43,81.1
