Region,Year,Sex,Age,enroll_n,enroll_byyear,enroll_percbyyear,cd4_enroll_n,cd4_enr_0_200,cd4_enr_201_350,cd4_enr_351_500,cd4_enr_501_up,cd4_enr_median,cd4_enr_p25,cd4_enr_p75,enroll_3mo_n,cd4_enroll_perc
CA,2015,Female,20-49,1844,3351,55,863,298,168,168,229,317,134,512,1687,51.2
CA,2015,Female,50+,253,3351,7.5,96,44,25,13,14,220,136,430,235,40.9
CA,2016,Male,20-49,1181,3838,30.8,521,188,99,108,126,313,136,493,1106,47.1
CA,2016,Male,50+,296,3838,7.7,116,50,28,22,16,236,111,426,261,44.4
CA,2016,Female,20-49,2063,3838,53.8,902,310,194,164,234,310,138,510,1931,46.7
CA,2016,Female,50+,298,3838,7.8,119,44,29,22,24,269,138,456,283,42
CA,2017,Male,20-49,1101,3297,33.4,413,134,98,79,102,322,155,498,1032,40
CA,2017,Male,50+,186,3297,5.6,54,32,11,*,*,164,74,309,166,32.5
CA,2017,Female,20-49,1740,3297,52.8,620,197,150,114,159,308,159,504,1585,39.1
CA,2017,Female,50+,270,3297,8.2,77,39,14,*,14,196,100,454,234,32.9
CA,2018,Male,20-49,849,2384,35.6,205,69,45,30,61,322,123,525,760,27
CA,2018,Male,50+,164,2384,6.9,45,15,17,*,*,285,145,397,126,35.7
CA,2018,Female,20-49,1173,2384,49.2,350,115,71,61,103,324,156,542,1034,33.8
CA,2018,Female,50+,198,2384,8.3,54,21,*,*,16,320,128,568,171,31.6
CA,2019,Male,20-49,595,1573,37.8,107,41,25,17,24,258,160,456,543,19.7
CA,2019,Male,50+,121,1573,7.7,11,*,*,*,*,246,156,548,92,12
CA,2019,Female,20-49,731,1573,46.5,135,37,27,25,46,360,196,558,637,21.2
CA,2019,Female,50+,126,1573,8,11,*,*,*,*,346,264,618,102,10.8
CA,2020,Male,20-49,416,1240,33.5,68,14,22,18,14,344,254,470,386,17.6
CA,2020,Male,50+,91,1240,7.3,*,*,*,*,*,*,*,*,83,*
CA,2020,Female,20-49,626,1240,50.5,101,29,26,19,27,320,150,552,560,18
CA,2020,Female,50+,107,1240,8.6,*,*,*,*,*,*,*,*,91,*
CA,2021,Male,20-49,366,1014,36.1,49,15,16,*,*,259,172,412,350,14
CA,2021,Male,50+,83,1014,8.2,*,*,*,*,*,*,*,*,79,*
CA,2021,Female,20-49,482,1014,47.5,89,15,24,30,20,382,260,499,463,19.2
CA,2021,Female,50+,83,1014,8.2,*,*,*,*,*,*,*,*,78,*
CA,2022,Male,20-49,238,766,31.1,56,14,17,18,*,314,191,454,224,25
CA,2022,Male,50+,67,766,8.7,*,*,*,*,*,*,*,*,64,*
CA,2022,Female,20-49,395,766,51.6,80,21,18,13,28,358,198,573,373,21.4
CA,2022,Female,50+,66,766,8.6,*,*,*,*,*,*,*,*,62,*
CA,2023,Male,20-49,81,284,28.5,0,,,,,,,,52,0
CA,2023,Male,50+,34,284,12,0,,,,,,,,22,0
CA,2023,Female,20-49,136,284,47.9,*,*,*,*,*,*,*,*,87,*
CA,2023,Female,50+,33,284,11.6,0,,,,,,,,24,0
CN,ALL,ALL,ALL,40596,40596,100,22123,8914,5427,3623,4159,257,109,434,37958,58.3
CN,2006,ALL,ALL,1834,1834,100,977,505,230,134,108,191,70,349,1741,56.1
CN,2007,ALL,ALL,2205,2205,100,1269,703,237,194,135,181,65,356,2077,61.1
CN,2008,ALL,ALL,2363,2363,100,1443,727,351,206,159,198,83,351,2248,64.2
CN,2009,ALL,ALL,2502,2502,100,1549,731,518,169,131,213,91,321,2394,64.7
CN,2010,ALL,ALL,2099,2099,100,1293,634,379,133,147,205,80,331,1987,65.1
CN,2011,ALL,ALL,2362,2362,100,1631,679,421,279,252,242,96,396,2207,73.9
CN,2012,ALL,ALL,2474,2474,100,1616,642,450,240,284,252,110,413,2282,70.8
CN,2013,ALL,ALL,2932,2932,100,1628,587,418,278,345,285,128,463,2776,58.6
CN,2014,ALL,ALL,2923,2923,100,1818,700,423,370,325,270,125,443,2715,67
CN,2015,ALL,ALL,2822,2822,100,1435,556,356,244,279,263,106,446,2563,56
CN,2016,ALL,ALL,2768,2768,100,1119,429,256,182,252,272,112,470,2484,45
CN,2017,ALL,ALL,3027,3027,100,1562,520,337,300,405,319,143,510,2836,55.1
CN,2018,ALL,ALL,2914,2914,100,1420,422,343,268,387,323,170,522,2825,50.3
CN,2019,ALL,ALL,2358,2358,100,1101,306,240,214,341,356,177,564,2280,48.3
CN,2020,ALL,ALL,1245,1245,100,698,210,140,130,218,348,170,543,1189,58.7
CN,2021,ALL,ALL,1135,1135,100,604,204,141,108,151,304,132,500,1049,57.6
CN,2022,ALL,ALL,1461,1461,100,632,235,120,109,168,297,116,520,1311,48.2
CN,2023,ALL,ALL,1148,1148,100,328,124,67,65,72,278,99,481,972,33.7
CN,2024,ALL,ALL,24,24,100,,,,,,,,,,
CN,ALL,Male,ALL,24499,40596,60.3,14011,5909,3339,2276,2487,249,97,424,22887,61.2
CN,ALL,Female,ALL,16097,40596,39.7,8112,3005,2088,1347,1672,272,129,452,15071,53.8
CN,ALL,ALL,20-49,35452,40596,87.3,19303,7595,4729,3253,3726,264,112,441,33178,58.2
CN,ALL,ALL,50+,5144,40596,12.7,2820,1319,698,370,433,216,91,375,4780,59
CN,2006,Male,ALL,1056,1834,57.6,608,331,137,79,61,174,62,335,991,61.4
CN,2006,Female,ALL,778,1834,42.4,369,174,93,55,47,214,87,363,750,49.2
CN,2007,Male,ALL,1229,2205,55.7,752,445,132,102,73,156,53,330,1144,65.7
CN,2007,Female,ALL,976,2205,44.3,517,258,105,92,62,209,90,377,933,55.4
CN,2008,Male,ALL,1311,2363,55.5,835,433,191,118,93,187,66,351,1234,67.7
CN,2008,Female,ALL,1052,2363,44.5,608,294,160,88,66,213,102,351,1014,60
CN,2009,Male,ALL,1381,2502,55.2,885,433,287,91,74,203,77,320,1298,68.2
CN,2009,Female,ALL,1121,2502,44.8,664,298,231,78,57,225,113,323,1096,60.6
CN,2010,Male,ALL,1194,2099,56.9,780,398,208,90,84,194,72,333,1128,69.1
CN,2010,Female,ALL,905,2099,43.1,513,236,171,43,63,218,104,330,859,59.7
CN,2011,Male,ALL,1357,2362,57.5,935,446,221,140,128,221,72,368,1270,73.6
CN,2011,Female,ALL,1005,2362,42.5,696,233,200,139,124,284,146,423,937,74.3
CN,2012,Male,ALL,1459,2474,59,972,432,250,135,155,230,90,397,1341,72.5
CN,2012,Female,ALL,1015,2474,41,644,210,200,105,129,281,150,439,941,68.4
CN,2013,Male,ALL,1703,2932,58.1,982,367,255,169,191,281,123,438,1609,61
CN,2013,Female,ALL,1229,2932,41.9,646,220,163,109,154,294,134,496,1167,55.4
CN,2014,Male,ALL,1708,2923,58.4,1076,465,255,201,155,244,102,414,1589,67.7
CN,2014,Female,ALL,1215,2923,41.6,742,235,168,169,170,308,156,487,1126,65.9
CN,2015,Male,ALL,1739,2822,61.6,918,379,216,160,163,253,93,430,1601,57.3
CN,2015,Female,ALL,1083,2822,38.4,517,177,140,84,116,277,148,477,962,53.7
CN,2016,Male,ALL,1748,2768,63.2,851,334,196,143,178,265,108,458,1565,54.4
CN,2016,Female,ALL,1020,2768,36.8,268,95,60,39,74,289,124,515,919,29.2
CN,2017,Male,ALL,1881,3027,62.1,1044,371,230,205,238,302,131,482,1774,58.9
CN,2017,Female,ALL,1146,3027,37.9,518,149,107,95,167,358,168,580,1062,48.8
CN,2018,Male,ALL,1891,2914,64.9,1034,310,274,203,247,312,171,489,1842,56.1
CN,2018,Female,ALL,1023,2914,35.1,386,112,69,65,140,380,169,590,983,39.3
CN,2019,Male,ALL,1586,2358,67.3,762,207,177,153,225,349,181,552,1528,49.9
CN,2019,Female,ALL,772,2358,32.7,339,99,63,61,116,383,160,612,752,45.1
CN,2020,Male,ALL,798,1245,64.1,428,137,79,79,133,344,153,536,759,56.4
CN,2020,Female,ALL,447,1245,35.9,270,73,61,51,85,356,187,563,430,62.8
CN,2021,Male,ALL,766,1135,67.5,441,151,99,84,107,301,126,494,714,61.8
CN,2021,Female,ALL,369,1135,32.5,163,53,42,24,44,313,136,526,335,48.7
CN,2022,Male,ALL,959,1461,65.6,482,181,94,79,128,294,115,518,880,54.8
CN,2022,Female,ALL,502,1461,34.4,150,54,26,30,40,310,121,519,431,34.8
CN,2023,Male,ALL,716,1148,62.4,226,89,38,45,54,288,96,493,604,37.4
CN,2023,Female,ALL,432,1148,37.6,102,35,29,20,18,271,113,458,368,27.7
CN,2024,Male,ALL,17,24,70.8,,,,,,,,,,
CN,2024,Female,ALL,*,24,*,,,,,,,,,,
CN,2006,ALL,20-49,1637,1834,89.3,866,436,203,127,100,200,71,360,1559,55.5
CN,2006,ALL,50+,197,1834,10.7,111,69,27,*,*,127,58,286,182,61
CN,2007,ALL,20-49,1916,2205,86.9,1105,600,209,174,122,184,64,363,1805,61.2
CN,2007,ALL,50+,289,2205,13.1,164,103,28,20,13,154,70,286,272,60.3
CN,2008,ALL,20-49,2077,2363,87.9,1248,631,300,181,136,198,80,352,1976,63.2
CN,2008,ALL,50+,286,2363,12.1,195,96,51,25,23,204,106,340,272,71.7
CN,2009,ALL,20-49,2204,2502,88.1,1344,622,452,153,117,218,93,325,2105,63.8
CN,2009,ALL,50+,298,2502,11.9,205,109,66,16,14,193,81,272,289,70.9
CN,2010,ALL,20-49,1870,2099,89.1,1145,550,333,126,136,211,86,340,1771,64.7
CN,2010,ALL,50+,229,2099,10.9,148,84,46,*,11,174,60,287,216,68.5
CN,2011,ALL,20-49,2040,2362,86.4,1409,565,362,254,228,252,101,409,1916,73.5
CN,2011,ALL,50+,322,2362,13.6,222,114,59,25,24,193,80,337,291,76.3
CN,2012,ALL,20-49,2151,2474,86.9,1398,541,390,217,250,257,112,416,1980,70.6
CN,2012,ALL,50+,323,2474,13.1,218,101,60,23,34,220,95,356,302,72.2
CN,2013,ALL,20-49,2581,2932,88,1452,514,377,252,309,288,131,467,2448,59.3
CN,2013,ALL,50+,351,2932,12,176,73,41,26,36,246,108,429,328,53.7
CN,2014,ALL,20-49,2511,2923,85.9,1546,588,358,318,282,278,125,448,2332,66.3
CN,2014,ALL,50+,412,2923,14.1,272,112,65,52,43,236,126,416,383,71
CN,2015,ALL,20-49,2440,2822,86.5,1225,467,301,223,234,271,111,448,2218,55.2
CN,2015,ALL,50+,382,2822,13.5,210,89,55,21,45,242,77,441,345,60.9
CN,2016,ALL,20-49,2396,2768,86.6,991,371,231,155,234,279,113,484,2140,46.3
CN,2016,ALL,50+,372,2768,13.4,128,58,25,27,18,232,104,418,344,37.2
CN,2017,ALL,20-49,2625,3027,86.7,1375,443,293,274,365,329,147,514,2449,56.1
CN,2017,ALL,50+,402,3027,13.3,187,77,44,26,40,252,130,442,387,48.3
CN,2018,ALL,20-49,2612,2914,89.6,1283,365,311,249,358,332,177,527,2537,50.6
CN,2018,ALL,50+,302,2914,10.4,137,57,32,19,29,245,99,457,288,47.6
CN,2019,ALL,20-49,2073,2358,87.9,965,256,210,193,306,367,188,567,2006,48.1
CN,2019,ALL,50+,285,2358,12.1,136,50,30,21,35,273,119,518,274,49.6
CN,2020,ALL,20-49,1079,1245,86.7,600,178,118,111,193,360,172,552,1033,58.1
CN,2020,ALL,50+,166,1245,13.3,98,32,22,19,25,306,167,506,156,62.8
CN,2021,ALL,20-49,987,1135,87,532,174,123,99,136,308,135,507,919,57.9
CN,2021,ALL,50+,148,1135,13,72,30,18,*,15,273,118,471,130,55.4
CN,2022,ALL,20-49,1262,1461,86.4,544,195,102,96,151,316,123,527,1139,47.8
CN,2022,ALL,50+,199,1461,13.6,88,40,18,13,17,222,103,390,172,51.2
CN,2023,ALL,20-49,973,1148,84.8,275,99,56,51,69,288,110,501,828,33.2
CN,2023,ALL,50+,175,1148,15.2,53,25,11,14,*,216,77,392,144,36.8
CN,2024,ALL,20-49,18,24,75,,,,,,,,,,
CN,2024,ALL,50+,*,24,*,,,,,,,,,,
CN,ALL,Male,20-49,21436,40596,52.8,12290,5060,2915,2064,2251,255,101,431,20054,61.3
CN,ALL,Male,50+,3063,40596,7.5,1721,849,424,212,236,204,80,356,2833,60.7
CN,ALL,Female,20-49,14016,40596,34.5,7013,2535,1814,1189,1475,279,131,459,13124,53.4
CN,ALL,Female,50+,2081,40596,5.1,1099,470,274,158,197,232,115,421,1947,56.4
CN,2006,Male,20-49,936,1834,51,539,291,117,74,57,180,64,341,885,60.9
CN,2006,Male,50+,120,1834,6.5,69,40,20,*,*,139,58,291,106,65.1
CN,2006,Female,20-49,701,1834,38.2,327,145,86,53,43,225,98,370,674,48.5
CN,2006,Female,50+,77,1834,4.2,42,29,*,*,*,102,55,265,76,55.3
CN,2007,Male,20-49,1043,2205,47.3,647,381,112,89,65,159,50,334,972,66.6
CN,2007,Male,50+,186,2205,8.4,105,64,20,13,*,145,66,310,172,61
CN,2007,Female,20-49,873,2205,39.6,458,219,97,85,57,222,90,392,833,55
CN,2007,Female,50+,103,2205,4.7,59,39,*,*,*,168,92,272,100,59
CN,2008,Male,20-49,1149,2363,48.6,725,377,160,104,84,186,64,356,1081,67.1
CN,2008,Male,50+,162,2363,6.9,110,56,31,14,*,198,96,316,153,71.9
CN,2008,Female,20-49,928,2363,39.3,523,254,140,77,52,213,100,349,895,58.4
CN,2008,Female,50+,124,2363,5.2,85,40,20,11,14,214,142,410,119,71.4
CN,2009,Male,20-49,1207,2502,48.2,767,372,246,82,67,205,76,324,1130,67.9
CN,2009,Male,50+,174,2502,7,118,61,41,*,*,194,81,273,168,70.2
CN,2009,Female,20-49,997,2502,39.8,577,250,206,71,50,230,119,330,975,59.2
CN,2009,Female,50+,124,2502,5,87,48,25,*,*,186,84,268,121,71.9
CN,2010,Male,20-49,1054,2099,50.2,691,347,183,85,76,199,74,337,997,69.3
CN,2010,Male,50+,140,2099,6.7,89,51,25,*,*,158,51,291,131,67.9
CN,2010,Female,20-49,816,2099,38.9,454,203,150,41,60,228,106,343,774,58.7
CN,2010,Female,50+,89,2099,4.2,59,33,21,*,*,176,74,263,85,69.4
CN,2011,Male,20-49,1165,2362,49.3,800,369,189,131,111,228,74,376,1094,73.1
CN,2011,Male,50+,192,2362,8.1,135,77,32,*,17,160,59,299,176,76.7
CN,2011,Female,20-49,875,2362,37,609,196,173,123,117,296,159,437,822,74.1
CN,2011,Female,50+,130,2362,5.5,87,37,27,16,*,214,106,353,115,75.7
CN,2012,Male,20-49,1265,2474,51.1,835,359,219,123,134,237,94,398,1159,72
CN,2012,Male,50+,194,2474,7.8,137,73,31,12,21,190,82,337,182,75.3
CN,2012,Female,20-49,886,2474,35.8,563,182,171,94,116,287,150,444,821,68.6
CN,2012,Female,50+,129,2474,5.2,81,28,29,11,13,253,166,376,120,67.5
CN,2013,Male,20-49,1506,2932,51.4,876,329,230,151,166,276,122,435,1424,61.5
CN,2013,Male,50+,197,2932,6.7,106,38,25,18,25,294,135,475,185,57.3
CN,2013,Female,20-49,1075,2932,36.7,576,185,147,101,143,307,153,499,1024,56.2
CN,2013,Female,50+,154,2932,5.3,70,35,16,*,11,201,79,368,143,49
CN,2014,Male,20-49,1469,2923,50.3,919,393,216,178,132,249,101,416,1369,67.1
CN,2014,Male,50+,239,2923,8.2,157,72,39,23,23,221,106,401,220,71.4
CN,2014,Female,20-49,1042,2923,35.6,627,195,142,140,150,324,160,495,963,65.1
CN,2014,Female,50+,173,2923,5.9,115,40,26,29,20,289,150,436,163,70.6
CN,2015,Male,20-49,1513,2822,53.6,793,322,184,144,143,259,98,436,1398,56.7
CN,2015,Male,50+,226,2822,8,125,57,32,16,20,232,72,392,203,61.6
CN,2015,Female,20-49,927,2822,32.8,432,145,117,79,91,287,154,472,820,52.7
CN,2015,Female,50+,156,2822,5.5,85,32,23,*,25,248,114,533,142,59.9
CN,2016,Male,20-49,1519,2768,54.9,761,292,178,124,167,272,112,464,1354,56.2
CN,2016,Male,50+,229,2768,8.3,90,42,18,19,11,216,85,399,211,42.7
CN,2016,Female,20-49,877,2768,31.7,230,79,53,31,67,302,115,522,786,29.3
CN,2016,Female,50+,143,2768,5.2,38,16,*,*,*,261,156,426,133,28.6
CN,2017,Male,20-49,1634,3027,54,927,318,203,189,217,315,138,490,1534,60.4
CN,2017,Male,50+,247,3027,8.2,117,53,27,16,21,243,113,417,240,48.8
CN,2017,Female,20-49,991,3027,32.7,448,125,90,85,148,371,177,595,915,49
CN,2017,Female,50+,155,3027,5.1,70,24,17,*,19,306,161,514,147,47.6
CN,2018,Male,20-49,1719,2914,59,947,267,252,194,234,320,179,498,1678,56.4
CN,2018,Male,50+,172,2914,5.9,87,43,22,*,13,207,76,353,164,53
CN,2018,Female,20-49,893,2914,30.6,336,98,59,55,124,380,167,597,859,39.1
CN,2018,Female,50+,130,2914,4.5,50,14,*,*,16,396,179,533,124,40.3
CN,2019,Male,20-49,1420,2358,60.2,686,175,156,144,211,365,195,558,1368,50.1
CN,2019,Male,50+,166,2358,7,76,32,21,*,14,242,99,379,160,47.5
CN,2019,Female,20-49,653,2358,27.7,279,81,54,49,95,382,160,626,638,43.7
CN,2019,Female,50+,119,2358,5,60,18,*,12,21,432,160,583,114,52.6
CN,2020,Male,20-49,696,1245,55.9,370,115,69,69,117,355,162,542,663,55.8
CN,2020,Male,50+,102,1245,8.2,58,22,*,*,16,299,96,520,96,60.4
CN,2020,Female,20-49,383,1245,30.8,230,63,49,42,76,360,187,584,370,62.2
CN,2020,Female,50+,64,1245,5.1,40,*,12,*,*,330,200,440,60,66.7
CN,2021,Male,20-49,671,1135,59.1,390,127,89,76,98,304,135,502,631,61.8
CN,2021,Male,50+,95,1135,8.4,51,24,*,*,*,203,90,392,83,61.4
CN,2021,Female,20-49,316,1135,27.8,142,47,34,23,38,318,135,522,288,49.3
CN,2021,Female,50+,53,1135,4.7,21,*,*,*,*,302,197,529,47,44.7
CN,2022,Male,20-49,839,1461,57.4,425,154,82,70,119,308,116,527,776,54.8
CN,2022,Male,50+,120,1461,8.2,57,27,12,*,*,220,96,362,104,54.8
CN,2022,Female,20-49,423,1461,29,119,41,20,26,32,334,136,529,363,32.8
CN,2022,Female,50+,79,1461,5.4,31,13,*,*,*,233,110,469,68,45.6
CN,2023,Male,20-49,617,1148,53.7,192,72,30,37,53,315,99,534,528,36.4
CN,2023,Male,50+,99,1148,8.6,34,17,*,*,*,206,96,369,76,44.7
CN,2023,Female,20-49,356,1148,31,83,27,26,14,16,272,120,468,300,27.7
CN,2023,Female,50+,76,1148,6.6,19,*,*,*,*,220,52,434,68,27.9
CN,2024,Male,20-49,14,24,58.3,,,,,,,,,,
CN,2024,Male,50+,*,24,*,,,,,,,,,,
CN,2024,Female,20-49,*,24,*,,,,,,,,,,
CN,2024,Female,50+,*,24,*,,,,,,,,,,
EA,ALL,ALL,ALL,307827,307827,100,177981,70973,40386,29287,37335,263,114,458,283052,62.9
EA,2006,ALL,ALL,27451,27451,100,17119,8797,3810,2182,2330,193,83,363,25865,66.2
EA,2007,ALL,ALL,28164,28164,100,20774,9246,4719,3123,3686,232,100,418,26554,78.2
EA,2008,ALL,ALL,23854,23854,100,16292,6978,3717,2336,3261,241,102,442,22585,72.1
EA,2009,ALL,ALL,23832,23832,100,16699,7112,3718,2575,3294,246,102,444,22591,73.9
EA,2010,ALL,ALL,23185,23185,100,17409,7010,3958,2829,3612,260,111,457,21834,79.7
EA,2011,ALL,ALL,22189,22189,100,16480,6448,3903,2751,3378,268,117,453,20640,79.8
EA,2012,ALL,ALL,21165,21165,100,16092,6200,3780,2733,3379,273,118,457,19595,82.1
EA,2013,ALL,ALL,17815,17815,100,11120,3794,2624,2182,2520,300,140,479,16444,67.6
EA,2014,ALL,ALL,17242,17242,100,9016,2802,2060,1779,2375,324,161,512,15969,56.5
EA,2015,ALL,ALL,15140,15140,100,8712,3027,2018,1710,1957,296,138,481,14157,61.5
EA,2016,ALL,ALL,13765,13765,100,6681,2255,1482,1294,1650,311,142,498,12862,51.9
EA,2017,ALL,ALL,12663,12663,100,4286,1488,913,788,1097,305,134,506,11557,37.1
EA,2018,ALL,ALL,12668,12668,100,3375,1052,716,639,968,334,154,534,11445,29.5
EA,2019,ALL,ALL,13086,13086,100,3958,1276,830,712,1140,329,147,537,11980,33
EA,2020,ALL,ALL,11668,11668,100,3421,1136,733,561,991,316,145,545,10140,33.7
EA,2021,ALL,ALL,9940,9940,100,2688,967,533,457,731,300,134,520,8633,31.1
EA,2022,ALL,ALL,10621,10621,100,2864,1024,627,465,748,290,138,513,8408,34.1
EA,2023,ALL,ALL,3379,3379,100,995,361,245,171,218,273,129,462,1793,55.5
EA,ALL,Male,ALL,109522,307827,35.6,63059,29613,14361,9452,9633,218,86,394,99460,63.4
EA,ALL,Female,ALL,198305,307827,64.4,114922,41360,26025,19835,27702,290,133,491,183592,62.6
EA,ALL,ALL,20-49,276599,307827,89.9,160067,62731,36104,26624,34608,268,116,465,254249,63
EA,ALL,ALL,50+,31228,307827,10.1,17914,8242,4282,2663,2727,222,101,392,28803,62.2
EA,2006,Male,ALL,8946,27451,32.6,5289,3161,1085,533,510,156,62,299,8300,63.7
EA,2006,Female,ALL,18505,27451,67.4,11830,5636,2725,1649,1820,214,96,388,17565,67.3
EA,2007,Male,ALL,9196,28164,32.7,6604,3439,1514,824,827,190,71,350,8505,77.6
EA,2007,Female,ALL,18968,28164,67.3,14170,5807,3205,2299,2859,253,115,449,18049,78.5
EA,2008,Male,ALL,8095,23854,33.9,5450,2772,1232,690,756,196,74,364,7521,72.5
EA,2008,Female,ALL,15759,23854,66.1,10842,4206,2485,1646,2505,270,119,480,15064,72
EA,2009,Male,ALL,8296,23832,34.8,5753,2953,1233,769,798,193,73,369,7748,74.3
EA,2009,Female,ALL,15536,23832,65.2,10946,4159,2485,1806,2496,275,123,479,14843,73.7
EA,2010,Male,ALL,8048,23185,34.7,5967,2946,1352,832,837,204,77,377,7467,79.9
EA,2010,Female,ALL,15137,23185,65.3,11442,4064,2606,1997,2775,292,133,492,14367,79.6
EA,2011,Male,ALL,7801,22189,35.2,5624,2671,1287,842,824,216,82,389,7138,78.8
EA,2011,Female,ALL,14388,22189,64.8,10856,3777,2616,1909,2554,294,141,484,13502,80.4
EA,2012,Male,ALL,7700,21165,36.4,5735,2576,1376,926,857,229,95,401,6993,82
EA,2012,Female,ALL,13465,21165,63.6,10357,3624,2404,1807,2522,299,137,494,12602,82.2
EA,2013,Male,ALL,6605,17815,37.1,4202,1631,1043,796,732,262,116,433,6030,69.7
EA,2013,Female,ALL,11210,17815,62.9,6918,2163,1581,1386,1788,325,157,510,10414,66.4
EA,2014,Male,ALL,6437,17242,37.3,3561,1294,879,664,724,279,138,452,5892,60.4
EA,2014,Female,ALL,10805,17242,62.7,5455,1508,1181,1115,1651,354,182,550,10077,54.1
EA,2015,Male,ALL,5694,15140,37.6,3413,1439,806,633,535,246,106,416,5267,64.8
EA,2015,Female,ALL,9446,15140,62.4,5299,1588,1212,1077,1422,329,160,516,8890,59.6
EA,2016,Male,ALL,5403,13765,39.3,2777,1116,633,503,525,268,110,440,5026,55.3
EA,2016,Female,ALL,8362,13765,60.7,3904,1139,849,791,1125,344,169,538,7836,49.8
EA,2017,Male,ALL,4960,12663,39.2,1768,750,396,314,308,242,104,425,4483,39.4
EA,2017,Female,ALL,7703,12663,60.8,2518,738,517,474,789,352,166,557,7074,35.6
EA,2018,Male,ALL,4816,12668,38,1385,526,316,243,300,278,123,463,4314,32.1
EA,2018,Female,ALL,7852,12668,62,1990,526,400,396,668,374,186,578,7131,27.9
EA,2019,Male,ALL,5091,13086,38.9,1601,622,343,292,344,277,107,465,4608,34.7
EA,2019,Female,ALL,7995,13086,61.1,2357,654,487,420,796,363,179,595,7372,32
EA,2020,Male,ALL,4418,11668,37.9,1332,557,298,202,275,255,103,452,3725,35.8
EA,2020,Female,ALL,7250,11668,62.1,2089,579,435,359,716,359,176,600,6415,32.6
EA,2021,Male,ALL,3791,9940,38.1,1091,508,222,158,203,230,98,422,3191,34.2
EA,2021,Female,ALL,6149,9940,61.9,1597,459,311,299,528,364,172,579,5442,29.3
EA,2022,Male,ALL,3124,10621,29.4,1138,479,255,180,224,240,102,451,2624,43.4
EA,2022,Female,ALL,7497,10621,70.6,1726,545,372,285,524,326,171,563,5784,29.8
EA,2023,Male,ALL,1101,3379,32.6,369,173,91,51,54,213,98,382,628,58.8
EA,2023,Female,ALL,2278,3379,67.4,626,188,154,120,164,322,163,508,1165,53.7
EA,2006,ALL,20-49,24972,27451,91,15501,7883,3440,2006,2172,196,84,369,23531,65.9
EA,2006,ALL,50+,2479,27451,9,1618,914,370,176,158,174,82,314,2334,69.3
EA,2007,ALL,20-49,25623,28164,91,18826,8285,4248,2869,3424,235,100,423,24157,77.9
EA,2007,ALL,50+,2541,28164,9,1948,961,471,254,262,203,95,363,2397,81.3
EA,2008,ALL,20-49,21659,23854,90.8,14812,6276,3341,2132,3063,245,103,450,20520,72.2
EA,2008,ALL,50+,2195,23854,9.2,1480,702,376,204,198,212,101,374,2065,71.7
EA,2009,ALL,20-49,21500,23832,90.2,15074,6300,3332,2362,3080,251,104,451,20406,73.9
EA,2009,ALL,50+,2332,23832,9.8,1625,812,386,213,214,201,91,358,2185,74.4
EA,2010,ALL,20-49,20825,23185,89.8,15595,6184,3517,2545,3349,265,112,464,19622,79.5
EA,2010,ALL,50+,2360,23185,10.2,1814,826,441,284,263,222,104,389,2212,82
EA,2011,ALL,20-49,19846,22189,89.4,14687,5650,3433,2487,3117,274,118,461,18430,79.7
EA,2011,ALL,50+,2343,22189,10.6,1793,798,470,264,261,230,108,381,2210,81.1
EA,2012,ALL,20-49,18999,21165,89.8,14455,5489,3379,2468,3119,277,121,463,17567,82.3
EA,2012,ALL,50+,2166,21165,10.2,1637,711,401,265,260,237,102,403,2028,80.7
EA,2013,ALL,20-49,16011,17815,89.9,10026,3318,2364,1983,2361,307,147,489,14771,67.9
EA,2013,ALL,50+,1804,17815,10.1,1094,476,260,199,159,242,106,405,1673,65.4
EA,2014,ALL,20-49,15630,17242,90.7,8231,2526,1853,1626,2226,329,162,519,14473,56.9
EA,2014,ALL,50+,1612,17242,9.3,785,276,207,153,149,284,152,445,1496,52.5
EA,2015,ALL,20-49,13534,15140,89.4,7840,2653,1830,1557,1800,302,142,485,12637,62
EA,2015,ALL,50+,1606,15140,10.6,872,374,188,153,157,248,112,439,1520,57.4
EA,2016,ALL,20-49,12248,13765,89,6021,1984,1336,1184,1517,317,146,503,11442,52.6
EA,2016,ALL,50+,1517,13765,11,660,271,146,110,133,268,116,444,1420,46.5
EA,2017,ALL,20-49,11276,12663,89,3798,1280,808,715,995,314,140,511,10279,36.9
EA,2017,ALL,50+,1387,12663,11,488,208,105,73,102,241,104,422,1278,38.2
EA,2018,ALL,20-49,11258,12668,88.9,2986,900,622,582,882,342,161,544,10137,29.5
EA,2018,ALL,50+,1410,12668,11.1,389,152,94,57,86,267,111,463,1308,29.7
EA,2019,ALL,20-49,11592,13086,88.6,3520,1094,738,642,1046,338,155,548,10610,33.2
EA,2019,ALL,50+,1494,13086,11.4,438,182,92,70,94,249,108,450,1370,32
EA,2020,ALL,20-49,10384,11668,89,3012,948,639,503,922,329,153,560,9046,33.3
EA,2020,ALL,50+,1284,11668,11,409,188,94,58,69,217,101,420,1094,37.4
EA,2021,ALL,20-49,8735,9940,87.9,2341,808,458,397,678,317,140,539,7589,30.8
EA,2021,ALL,50+,1205,9940,12.1,347,159,75,60,53,230,100,400,1044,33.2
EA,2022,ALL,20-49,9564,10621,90,2496,868,543,415,670,300,145,523,7513,33.2
EA,2022,ALL,50+,1057,10621,10,368,156,84,50,78,234,109,456,895,41.1
