chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","62.78323358405791","56.3773716175934","72.32723671025616",,"Males","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","65.11474570015712","58.61792557496025","74.6731805443907",,"Males","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","68.1754207589085","61.13690123424951","78.3884143077845",,"Males","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","75.47540008659603","67.6361704412438","86.70351505594942",,"Males","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","78.44051879153618","70.18526464588301","90.39280938113984",,"Males","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","80.82969922405971","71.77747738902806","93.0242766886906",,"Males","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","82.94118433789022","73.3477053007315","95.84432715679516",,"Males","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","87.33561497966227","76.8269596336559","100",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by age","aware","41.1785019775648","40.110704434492","42.3392422691259",,"both","15-24","2015","Shiny90",
"PLHIV who know status - by age","aware","42.8063393221055","41.701086794752804","43.9608586276864",,"both","15-24","2016","Shiny90",
"PLHIV who know status - by age","aware","45.5598856058278","44.8175691320978","46.3701487232058",,"both","15-24","2017","Shiny90",
"PLHIV who know status - by age","aware","46.73642030512","46.1169346981368","47.4515034218754",,"both","15-24","2018","Shiny90",
"PLHIV who know status - by age","aware","54.050350423567494","54.050350423567494","54.050350423567494",,"both","15-24","2019","Shiny90",
"PLHIV who know status - by age","aware","69.1562229727591","69.1562229727591","69.1562229727591",,"both","15-24","2020","Shiny90",
"PLHIV who know status - by age","aware","70.102873291973","70.102873291973","70.102873291973",,"both","15-24","2021","Shiny90",
"PLHIV who know status - by age","aware","71.2280620003233","71.2280620003233","71.2280620003233",,"both","15-24","2022","Shiny90",
"PLHIV who know status - by age","aware","71.6429697383066","71.6429697383066","71.6429697383066",,"both","15-24","2023","Shiny90",
"PLHIV who know status - by age","aware","77.8278767109621","77.8278767109621","77.8278767109621",,"both","15-24","2024","Shiny90",
"PLHIV who know status - by age","aware","70.2931896927341","68.8247238163291","71.63272298130249",,"both","25-34","2015","Shiny90",
"PLHIV who know status - by age","aware","72.0089788946621","70.586260580372","73.3216366841562",,"both","25-34","2016","Shiny90",
