chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","Treatment adjusted Prevalence","0.4842730956946782",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.41734843287807083",,,,,,"2016","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.3627094158338139",,,,,,"2017","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.32416648987137225",,,,,,"2018","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.2818304348533565",,,,,,"2019","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.238517197805412",,,,,,"2020","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.20920485942944497",,,,,,"2021","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.18206618700187868",,,,,,"2022","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.14362522091128252",,,,,,"2023","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.11498486172367103",,,,,,"2024","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"HIV tests conducted and positivity, by sex","Den Age-Female Gte 15","751050",,,"validated","Females","15+","2024","Global AIDS Monitoring 2025","751050"
"HIV tests conducted and positivity, by sex","Per Age-Female Gte 15","0.8",,,"validated","Females","15+","2024","Global AIDS Monitoring 2025","0.8"
"HIV tests conducted and positivity, by sex","Den Age-Male Gte 15","947859",,,"validated","Males","15+","2024","Global AIDS Monitoring 2025","947859"
"HIV tests conducted and positivity, by sex","Per Age-Male Gte 15","1.8",,,"validated","Males","15+","2024","Global AIDS Monitoring 2025","1.8"
"HIV tests conducted and positivity, by sex","Den Age-All","1732955",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1732955"
"HIV tests conducted and positivity, by sex","Per Age-All","1.4",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1.4"
"HIV tests conducted and positivity at community level","Den Community-Community Mobile","39090",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","39090"
"HIV tests conducted and positivity at community level","Per Community-Community Mobile","0.5",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","0.5"
"HIV tests conducted and positivity at community level","Den Community-Community Vct","66144",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","66144"
"HIV tests conducted and positivity at community level","Per Community-Community Vct","2.1",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","2.1"
"HIV tests conducted and positivity at community level","Den Community-Community Other","31337",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","31337"
"HIV tests conducted and positivity at community level","Per Community-Community Other","3.3",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","3.3"
"HIV tests conducted and positivity at community level","Den Community-Community All","136571",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","136571"
"HIV tests conducted and positivity at community level","Per Community-Community All","2",,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024","2"
"HIV tests conducted and positivity at facility level","Den Facility-Facility Anc","462240",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","462240"
"HIV tests conducted and positivity at facility level","Per Facility-Facility Anc","0.5",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0.5"
"HIV tests conducted and positivity at facility level","Den Facility-Facility Vct","1238253",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1238253"
"HIV tests conducted and positivity at facility level","Per Facility-Facility Vct","1.7",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1.7"
"HIV tests conducted and positivity at facility level","Den Facility-Facility All","1732955",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1732955"
"HIV tests conducted and positivity at facility level","Per Facility-Facility All","1.4",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1.4"
"HIV self-tests","HIVSTs distributed","8700",,,,,,"2018","Global AIDS Monitoring 2019",
"HIV self-tests","Self Test Distributed-Data Value",,,,"validated","All sexes","All ages","2019","Global AIDS Monitoring 2020",
"HIV self-tests","Self Test Distributed-Data Value",,,,"validated","All sexes","All ages","2020","Global AIDS Monitoring 2021",
"HIV self-tests","Self Test Distributed-Data Value",,,,"validated","All sexes","All ages","2022","Global AIDS Monitoring 2023",
"HIV self-tests","Self Test Distributed-Data Value",,,,"validated","All sexes","All ages","2023","Global AIDS Monitoring 2024",
"HIV self-tests","Self Test Distributed-Data Value","433903",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","433903"
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2157664.9962930297",,,,,,"2024","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2168565.89067484",,,,,,"2025","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2206032.2501696334",,,,,,"2026","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2229324.611908948",,,,,,"2027","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2270092.4738449757",,,,,,"2028","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2309200.421058206",,,,,,"2029","EIC and WHO HIV RDT Landscape Report 2024",
"WHO Integrated HIV RDT forecast","HIV RDT Demand Forecast - Total Volume","2349684.164363769",,,,,,"2030","EIC and WHO HIV RDT Landscape Report 2024",
"Key Populations","HIV prevalence among sex workers","0.8",,,,,,"2024","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2024"
"Key Populations","HIV testing and status awareness among sex workers","43.7",,,,,,"2024","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2024"
"Key Populations","SW (Tested in past year)","13673",,,,,,"2016","PEPFAR ROP 2017","PEPFAR ROP 2017. NAP web-report, NHSO (as of September 30, 2016)"
"Key Populations","HIV prevalence among men who have sex with men","1.7",,,,"Males",,"2023","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2023"
"Key Populations","HIV testing and status awareness among men who have sex with men","84.5",,,,"Males",,"2023","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2023"
"Key Populations","MSM (Tested in past year)","66777",,,,,,"2019","PEPFAR ROP 2020","National AIDS Program Report reported in PEPFAR COP 2020"
"Key Populations","HIV prevalence among people who inject drugs","10.3",,,,,,"2023","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2023"
"Key Populations","HIV testing and status awareness among people who inject drugs","21.2",,,,,,"2023","UNAIDS KP-Atlas 2025","Source: Behavioral surveillance survey, 2023"
