chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","73.10508060983135","63.940682496970055","86.17545027837866",,"Females","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","73.80180576662994","64.38795229312531","87.76405457024953",,"Females","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","74.76799575150035","65.07083647034914","90.18120170529139",,"Females","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","46.022481692563204","40.226874210093726","53.430564673189394",,"Males","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","46.199004607761154","40.40821104128715","53.57675279367343",,"Males","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","46.64717874057246","40.54631344742199","54.03716166354113",,"Males","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","47.698592401150805","41.4856558059818","55.414590891081176",,"Males","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","48.932361297354056","42.54488241324778","57.076924087146445",,"Males","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","50.27525786074125","43.523809727092825","58.8683670309786",,"Males","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","51.99481373213299","44.72838738410808","61.44553365145836",,"Males","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","54.09312436880078","46.58623299104201","64.6745016861796",,"Males","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","55.66644918039322","47.864980742606626","67.21560392845392",,"Males","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","57.365196142648266","48.90505454253607","69.55968213211281",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by age","aware","30.5528412258257","28.4427578402546","32.5802718509717",,"both","15-24","2015","Shiny90",
"PLHIV who know status - by age","aware","31.0413856864922","28.600789213225802","32.9771787714553",,"both","15-24","2016","Shiny90",
"PLHIV who know status - by age","aware","32.15130525421","29.4354680361535","34.1507499287073",,"both","15-24","2017","Shiny90",
"PLHIV who know status - by age","aware","33.8830531456955","31.1619113430403","36.2021546332186",,"both","15-24","2018","Shiny90",
"PLHIV who know status - by age","aware","35.5753807807015","32.571250633409996","38.0979572613697",,"both","15-24","2019","Shiny90",
"PLHIV who know status - by age","aware","36.852847763786","33.656450043449496","39.5330004801425",,"both","15-24","2020","Shiny90",
"PLHIV who know status - by age","aware","38.4280165826274","35.176965368812","41.2628224032067",,"both","15-24","2021","Shiny90",
"PLHIV who know status - by age","aware","40.215320645373595","36.7770101367381","43.133139389514",,"both","15-24","2022","Shiny90",
"PLHIV who know status - by age","aware","41.1322244613189","37.6810357635269","43.9718292173245",,"both","15-24","2023","Shiny90",
"PLHIV who know status - by age","aware","42.3886605381723","38.9575846190397","45.2015177851507",,"both","15-24","2024","Shiny90",
"PLHIV who know status - by age","aware","56.122296461088","53.563979181979306","58.47263140129299",,"both","25-34","2015","Shiny90",
"PLHIV who know status - by age","aware","56.476778352932","53.8806664168614","58.787479392517405",,"both","25-34","2016","Shiny90",
"PLHIV who know status - by age","aware","57.8035527602738","55.26626280007469","59.9310993621094",,"both","25-34","2017","Shiny90",
"PLHIV who know status - by age","aware","60.0185454335857","57.3414915846461","62.314429190854206",,"both","25-34","2018","Shiny90",
"PLHIV who know status - by age","aware","62.0995269135193","59.341840668771695","64.45258420429771",,"both","25-34","2019","Shiny90",
"PLHIV who know status - by age","aware","63.3352094583284","60.5455298131654","65.7979599371146",,"both","25-34","2020","Shiny90",
"PLHIV who know status - by age","aware","64.67711970886289","61.801364183741704","67.3151941290769",,"both","25-34","2021","Shiny90",
"PLHIV who know status - by age","aware","65.8913828567923","62.873902074101295","68.490029547196",,"both","25-34","2022","Shiny90",
"PLHIV who know status - by age","aware","66.1711935238979","63.044578163355304","68.7949171399566",,"both","25-34","2023","Shiny90",
"PLHIV who know status - by age","aware","67.0353701599139","63.9593443333115","69.5733714060045",,"both","25-34","2024","Shiny90",
"PLHIV who know status - by age","aware","61.1470296808018","58.5979984716674","63.1071824750547",,"both","35-49","2015","Shiny90",
"PLHIV who know status - by age","aware","62.662338293131604","60.1961969166409","64.5781525776853",,"both","35-49","2016","Shiny90",
"PLHIV who know status - by age","aware","64.2167294728879","61.800897699557","66.0784899396703",,"both","35-49","2017","Shiny90",
"PLHIV who know status - by age","aware","65.8201760004546","63.4408266731046","67.680870459584",,"both","35-49","2018","Shiny90",
"PLHIV who know status - by age","aware","67.2682497262739","64.83711184819741","69.18427819083121",,"both","35-49","2019","Shiny90",
"PLHIV who know status - by age","aware","68.6713397152468","66.14629677026251","70.5512911456479",,"both","35-49","2020","Shiny90",
"PLHIV who know status - by age","aware","70.1431272772807","67.5569110223464","71.9781322094315",,"both","35-49","2021","Shiny90",
"PLHIV who know status - by age","aware","71.709511126751","69.1155384288318","73.5560306797939",,"both","35-49","2022","Shiny90",
"PLHIV who know status - by age","aware","72.72713587886929","70.1191670045467","74.5479018660967",,"both","35-49","2023","Shiny90",
"PLHIV who know status - by age","aware","73.71301478269","71.1053999683474","75.5474618272798",,"both","35-49","2024","Shiny90",
"PLHIV who know status - by age","aware","60.365404140549906","57.1319663119915","62.596380437098595",,"both","50-99","2015","Shiny90",
"PLHIV who know status - by age","aware","62.8270507900216","59.7206274662776","64.9002608488903",,"both","50-99","2016","Shiny90",
"PLHIV who know status - by age","aware","65.1967751494349","62.2405730471658","67.2001873890775",,"both","50-99","2017","Shiny90",
"PLHIV who know status - by age","aware","67.4845434886009","64.748940711236","69.4240383069859",,"both","50-99","2018","Shiny90",
"PLHIV who know status - by age","aware","69.5857266019129","66.88038067122109","71.4089754890314",,"both","50-99","2019","Shiny90",
"PLHIV who know status - by age","aware","71.6715577333226","68.9847920356989","73.4557461194042",,"both","50-99","2020","Shiny90",
"PLHIV who know status - by age","aware","73.7428988268318","71.1784617033064","75.499770539597",,"both","50-99","2021","Shiny90",
