chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","84.42463935209086","79.00552139158893","88.7036197120017",,"Females","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","86.73235906050449","81.31990608514069","91.07316737742698",,"Females","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","89.44810287606063","84.13861274075431","94.08086305826102",,"Females","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","93.45738232690022","88.18151614778499","100",,"Females","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","94.91758626594617","89.61188416320101","100",,"Females","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","89.84092553763577","100",,"Females","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","91.13375875580572","100",,"Females","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","91.61827607914468","100",,"Females","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","91.9870637270493","100",,"Females","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","92.04838436726787","100",,"Females","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","80.30459334201194","74.73073803106077","85.18371596538334",,"Males","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","82.79834617266727","77.13491717496137","87.8756581010286",,"Males","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","86.35614900004107","80.69625763803754","91.77282681430282",,"Males","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","90.83093334081516","84.93313743977815","96.35588494467373",,"Males","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","93.00117357685541","86.81981281746667","100",,"Males","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","93.56018202828274","87.19256380445135","100",,"Males","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","94.32408135186265","87.9728532221294","100",,"Males","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","95","88.50989386474272","100",,"Males","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
