chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV by diagnosis and treatment status","People living with HIV who know their status","69362",,,,,"15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV who know their status","71709",,,,,"15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV who know their status","53784",,,,,"15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","77816.15282","70892.4516","84286.97873",,,"15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","78866.79987","71679.08351","85634.07926",,,"15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","79940.5891","72839.12519","87226.21127",,,"15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","80804.80335","73440.32209","88363.26474",,,"15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","81533.19718","74232.28874","89315.96865",,,"15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","82168.51189","74652.03767","90223.29491",,,"15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","82808.75122","75098.83718","91189.78655",,,"15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","83240.91516","75022.04164","91800.73668",,,"15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","83539.20095","74810.76617","92283.74453",,,"15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV by diagnosis and treatment status","People living with HIV - adults (aged 15+)","83712.13757","74684.03876","92686.9766",,,"15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","64.74976412675142","58.19072294274984","70.76612747808092",,"Females","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","65.02868155321697","58.36966892517018","71.06187853189616",,"Females","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","65.71425499002784","59.00557388603809","71.94635680335115",,"Females","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","66.21208231250253","59.208193326474806","72.68416497319147",,"Females","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","66.88941000986509","59.638201157505826","73.38086050893615",,"Females","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","67.0480691589255","59.30212489473103","73.56593643454596",,"Females","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","66.8006486393898","59.02302758885236","73.63074691608082",,"Females","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","67.01384183013181","59.06140010184786","73.58103850460427",,"Females","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","67.6675358281148","59.57448232192257","74.19411771294283",,"Females","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","66.31562306918313","58.27402000781817","72.87198456811038",,"Females","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","71.62728874865282","65.20387924018691","77.53140271517097",,"Males","15+","2015","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","73.55851237402238","67.12086490557816","80.03273742792142",,"Males","15+","2016","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","75.80418337948555","68.99847774042857","82.72100736166729",,"Males","15+","2017","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","78.00423777063307","71.14404856206843","85.14838236160827",,"Males","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","80.59125725887418","73.44975235952347","88.24747366617036",,"Males","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","82.90659855338743","75.22687861881036","91.07333412747742",,"Males","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","84.9644099768538","76.99400215678578","93.63704001113472",,"Males","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","87.18958637189353","78.49534793448","96.46431401012956",,"Males","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","90.16574029484177","80.84679820757626","100",,"Males","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"PLHIV who know status - by sex","Percent of people living with HIV who know their status","63.75759358483734","56.65324216283872","70.9660191636999",,"Males","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
